"","deed","url"
"547","Petition of Frances P. T. Bronaugh, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00557.html"
"548","Petition of Maria Clark, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00561.html"
"549","Petition of William Tucker, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00548.html"
"550","Petition of Anne M. Hurley, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00559.html"
"551","Petition of Richard Southern, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00544.html"
"552","Petition of Matilda Coyle, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00555.html"
"553","Petition of Baker W. Johnson, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00541.html"
"554","Petition of Violet A. Abell, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00562.html"
"555","Petition of James T. Boiseau, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00551.html"
"556","Petition of Julia Fenwick, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00344.html"
"557","Petition of George F. Harbin, Julia A. Harbin,
                    Catharine A. Harbin, and Sarah P. Harbin, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00552.html"
"558","Petition of Mary Hasson, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00545.html"
"559","Petition of Alfred H. Boucher, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00550.html"
"560","Petition of Patience W. Peck, 19 May 1862","https://civilwardc.org/texts/petitions/cww.00279.html"
"561","Petition of John A. Smith, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00549.html"
"562","Petition of Catherine Thompson, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00547.html"
"563","Petition of Nancy Parker, 29 May 1862","https://civilwardc.org/texts/petitions/cww.00546.html"
"564","Petition of Ann Blake, 30 May 1862","https://civilwardc.org/texts/petitions/cww.00601.html"
"565","Petition of Judson Richardson, 31 May 1862","https://civilwardc.org/texts/petitions/cww.00917.html"
"566","Petition of Andrew Wylie, 31 May 1862","https://civilwardc.org/texts/petitions/cww.00602.html"
"567","Petition of Henry Warrington, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00580.html"
"568","Petition of Robert S. Patterson, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00577.html"
"569","Petition of Laura V. Tayman, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00596.html"
"570","Petition of Anna Cecil, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00600.html"
"571","Petition of Richard W. Carter, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00574.html"
"572","Petition of James J. Morrell, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00609.html"
"573","Petition of Charles S. Middleton, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00567.html"
"574","Petition of Alfred Y. Robinson, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00594.html"
"575","Petition of John Robinson, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00576.html"
"576","Petition of Elsey Curtis, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00587.html"
"577","Petition of Walter Godey, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00595.html"
"578","Petition of Elenora Knott, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00566.html"
"579","Petition of George W. Wren and Catherine A. Wren, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00607.html"
"580","Petition of James George Naylor, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00585.html"
"581","Petition of Jacob G. Smoot, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00589.html"
"582","Petition of Seth Hyatt, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00579.html"
"583","Petition of James C. McGuire, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00572.html"
"584","Petition of Hope Thomas, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00593.html"
"585","Petition of Susanna G. Henshaw, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00591.html"
"586","Petition of Nancy Allnutt, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00568.html"
"587","Petition of A. Ross Ray and Albert Ray, 2 June
                    1862","https://civilwardc.org/texts/petitions/cww.00608.html"
"588","Petition of Fielder R. Dorsett, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00588.html"
"589","Petition of Charles H. Mann, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00578.html"
"590","Petition of Samuel B. Anderson, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00611.html"
"591","Petition of Adam G. Herold, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00592.html"
"592","Petition of Margaret J. Beall, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00586.html"
"593","Petition of Edward Craycroft, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00606.html"
"594","Petition of W. P. Clark, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00612.html"
"595","Petition of Margaret Taylor, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00597.html"
"596","Petition of Mary Key Wallace, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00590.html"
"597","Petition of John P. Wheeler, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00610.html"
"598","Petition of William S. Colquhoun, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00575.html"
"599","Petition of the Sisters of the Visitation of Georgetown
                    D. C., 2 June 1862","https://civilwardc.org/texts/petitions/cww.00569.html"
"600","Petition of George W. Hopkins and John S. Hopkins, 2
                    June 1862","https://civilwardc.org/texts/petitions/cww.00571.html"
"601","Petition of Benjamin B. Hodges, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00581.html"
"602","Petition of Lyde Griffith, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00570.html"
"603","Petition of Philip Mackey, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00573.html"
"604","Petition of Mary A. B. Cummin, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00582.html"
"605","Petition of Eliza Kolp, 2 June 1862 ","https://civilwardc.org/texts/petitions/cww.00598.html"
"606","Petition of Christian Gittings, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00599.html"
"607","Petition of Thomas McGuire, 3 June 1862","https://civilwardc.org/texts/petitions/cww.00617.html"
"608","Petition of Caroline E. Sanders, 3 June 1862","https://civilwardc.org/texts/petitions/cww.00616.html"
"609","Petition of Randolph Birch, 3 June 1862","https://civilwardc.org/texts/petitions/cww.00613.html"
"610","Petition of Judith C. Bayne, 3 June 1862","https://civilwardc.org/texts/petitions/cww.00619.html"
"611","Petition of Thomas J. S. Perry and Louis F. Perry, 4 June 1862","https://civilwardc.org/texts/petitions/cww.00622.html"
"612","Petition of George N. Cochran, 4 June 1862","https://civilwardc.org/texts/petitions/cww.00623.html"
"613","Petition of Eliza Jenkins, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00628.html"
"614","Petition of James M. Cutts, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00635.html"
"615","Petition of Joseph T. Jenkins, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00629.html"
"616","Petition of John Hinsley, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00634.html"
"617","Petition of Mary Queen and Elizabeth Queen, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00627.html"
"618","Petition of Barbara Williams, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00632.html"
"619","Petition of Jackson Beall, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00630.html"
"620","Petition of Mary Walker, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00637.html"
"621","Petition of Georgiana Monroe, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00626.html"
"622","Petition of Allen Dodge, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00636.html"
"623","Petition of Sarah T. Hughes, 5 June 1862","https://civilwardc.org/texts/petitions/cww.00633.html"
"624","Petition of George W. Beall, 5 June 14862","https://civilwardc.org/texts/petitions/cww.00631.html"
"625","Petition of William D. Shepherd, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00638.html"
"626","Petition of Robert Read, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00642.html"
"627","Petition of George D. Ramsay, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00643.html"
"628","Petition of William G. H. White, 2 June 1862","https://civilwardc.org/texts/petitions/cww.00641.html"
"629","Petition of Jane E. Beall, Matilda B. Louisa Beall, and
               Margaret J. Beall, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00639.html"
"630","Petition of Verlinda M. Wells, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00701.html"
"631","Petition of Sarah Forrest, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00644.html"
"632","Petition of Mary R. Stewart and Mary R. Patterson, 6
                    June 1862","https://civilwardc.org/texts/petitions/cww.00640.html"
"633","Petition of Terence Drury, 6 June 1862","https://civilwardc.org/texts/petitions/cww.00663.html"
"634","Petition of Rebecca Sears, 7 June 1862","https://civilwardc.org/texts/petitions/cww.00645.html"
"635","Petition of John B. Blake, 7 June 1862","https://civilwardc.org/texts/petitions/cww.00647.html"
"636","Petition of Thomas W. Williams, 7 June 1862","https://civilwardc.org/texts/petitions/cww.00646.html"
"637","Petition of William V. H. Brown, 8 June 1862","https://civilwardc.org/texts/petitions/cww.00858.html"
"638","Petition of Ellen M. Brooke, 10 June 1862","https://civilwardc.org/texts/petitions/cww.00648.html"
"639","Petition of Elizabeth Windsor, 10 June 1862","https://civilwardc.org/texts/petitions/cww.00650.html"
"640","Petition of Charles H. James, 10 June 1862","https://civilwardc.org/texts/petitions/cww.00649.html"
"641","Petition of Amelia Tilghman, 10 June 1862","https://civilwardc.org/texts/petitions/cww.00615.html"
"642","Petition of Charles J. Stewart, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00651.html"
"643","Petition of John A. Peak, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00652.html"
"644","Petition of Emanuel D. Etchison, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00653.html"
"645","Petition of Mary M. Manning, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00656.html"
"646","Petition of Daniel B. Clarke, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00658.html"
"647","Petition of Emily Beale, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00655.html"
"648","Petition of James E. Morgan, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00657.html"
"649","Petition of Lucretia R. Higgins, 11 June 1862","https://civilwardc.org/texts/petitions/cww.00654.html"
"650","Petition of Mary E. Reintzell and Margaret Reintzell, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00688.html"
"651","Petition of James W. Pumphrey, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00660.html"
"652","Petition of Theodore Wheeler, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00667.html"
"653","Petition of Lucy B. Walker, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00669.html"
"654","Petition of Eliza B. Mills, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00665.html"
"655","Petition of Samuel C. Crawford, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00672.html"
"656","Petition of George W. Haller, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00671.html"
"657","Petition of John Gibson, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00668.html"
"658","Petition of Virginia Nicholls, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00687.html"
"659","Petition of Myra M. Alexander, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00659.html"
"660","Petition of Benjamin Ogle Tayloe, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00664.html"
"661","Petition of Joseph Prather, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00662.html"
"662","Petition of Robert Beale, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00666.html"
"663","Petition of Conrad Schwarz, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00673.html"
"664","Petition of Mary Eleanor Tolson, 12 June 1862","https://civilwardc.org/texts/petitions/cww.00670.html"
"665","Petition of John R. Ashby and Ellen G. Ashby, 12 June
                    1862","https://civilwardc.org/texts/petitions/cww.00661.html"
"666","Petition of James C. Pickett, 13 June 1862","https://civilwardc.org/texts/petitions/cww.00296.html"
"667","Petition of Nancy W. Davis, 13 June 1862","https://civilwardc.org/texts/petitions/cww.00764.html"
"668","Petition of Rachel E. White, 13 June 1862","https://civilwardc.org/texts/petitions/cww.00674.html"
"669","Petition of Henry M. Harman, 14 June 1862","https://civilwardc.org/texts/petitions/cww.00676.html"
"670","Petition of Benjamin Beall, 14 June 1862","https://civilwardc.org/texts/petitions/cww.00677.html"
"671","Petition of John Wilson, 14 June 1862","https://civilwardc.org/texts/petitions/cww.00675.html"
"672","Petition of Lettisha Harshman, 14 June 1862","https://civilwardc.org/texts/petitions/cww.00678.html"
"673","Petition of Leonard Harbaugh, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00698.html"
"674","Petition of Olivia C. Wootton, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00681.html"
"675","Petition of Peter G. Washington, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00680.html"
"676","Petition of Josiah Dent (Administrator of William S.
                    Nicholls), 16 June 1862","https://civilwardc.org/texts/petitions/cww.00685.html"
"677","Petition of Thomas R. Brightwell, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00691.html"
"678","Petition of James H. Shreve, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00689.html"
"679","Petition of Charles Lyons, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00690.html"
"680","Petition of Penelope Tyler, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00684.html"
"681","Petition of John McGinnis, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00679.html"
"682","Petition of Alexander A. Greer, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00682.html"
"683","Petition of James L. Cassin, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00693.html"
"684","Petition of Newton James Cox, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00692.html"
"685","Petition of William McKnew, 16 June 1862","https://civilwardc.org/texts/petitions/cww.00683.html"
"686","Petition of Francis Mohun, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00695.html"
"687","Petition of William B. Robertson, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00710.html"
"688","Petition of William R. Birch, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00702.html"
"689","Petition of Martha A. Linton, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00707.html"
"690","Petition of Henry Naylor, Administrator of George
                    Naylor, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00706.html"
"691","Petition of Jourdan W. Maury, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00696.html"
"692","Petition of Leonora M. Williams, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00708.html"
"693","Petition of James F. Essex, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00709.html"
"694","Petition of Harriet R. Marshall, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00697.html"
"695","Petition of George S. Krafft, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00699.html"
"696","Petition of Woodford Stone, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00704.html"
"697","Petition of Henry Naylor, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00705.html"
"698","Petition of Barbara Ann Allnutt, 17 June 1862","https://civilwardc.org/texts/petitions/cww.00694.html"
"699","Petition of Bladen Forrest, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00715.html"
"700","Petition of William Swann, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00711.html"
"701","Petition of Nancy W. Balmain, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00733.html"
"702","Petition of Mary H. Murray, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00713.html"
"703","Petition of Thomas Orme, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00712.html"
"704","Petition of Andrew Mercer, 18 June 1862 ","https://civilwardc.org/texts/petitions/cww.00716.html"
"705","Petition of John Marbury, Jr., Judson Mitchell, and
                    Charles A. Buckley, Trustees, 18 June 1862","https://civilwardc.org/texts/petitions/cww.00714.html"
"706","Petition of Lloyd Brooke, 19 June 1862","https://civilwardc.org/texts/petitions/cww.01098.html"
"707","Petition of Andrew J. Harding, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00721.html"
"708","Petition of Lewis Carusi, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00717.html"
"709","Petition of Elizabeth Minor, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00731.html"
"710","Petition of Augustus E. Perry, Trustee, and Ellen R. Middleton, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00725.html"
"711","Petition of Richard L. Ross, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00734.html"
"712","Petition of Robert R. Aylmer, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00728.html"
"713","Petition of Matilda W. Emory, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00738.html"
"714","Petition of Mary M. Dufief, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00736.html"
"715","Petition of John D. Hammack, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00726.html"
"716","Petition of Zachariah Duvall, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00718.html"
"717","Petition of Clark Mills, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00741.html"
"718","Petition of Amos Denham, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00737.html"
"719","Petition of Henry Naylor, Trustee of George Marbury, 20
                    June 1862","https://civilwardc.org/texts/petitions/cww.00729.html"
"720","Petition of Isabella Morton, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00735.html"
"721","Petition of Mary Eliza Read, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00739.html"
"722","Petition of John M. Roberts, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00722.html"
"723","Petition of Philip T. Berry, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00740.html"
"724","Petition of Erasmus J. Middleton and Mary Jane Perry, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00724.html"
"725","Petition of Ann Roberts, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00723.html"
"726","Petition of Martina Maguire, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00730.html"
"727","Petition of Emily Lang, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00727.html"
"728","Petition of Ammon Green, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00732.html"
"729","Petition of Edward M. Linthicum, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00719.html"
"730","Petition of William P. Drury, 20 June 1862","https://civilwardc.org/texts/petitions/cww.00720.html"
"731","Petition of Virginia S. Wood, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00749.html"
"732","Petition of Thomas B. Entwisle, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00747.html"
"733","Petition of Ann Mariah Summers, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00742.html"
"734","Petition of Leonard O. Cook, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00604.html"
"735","Petition of John Little, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00744.html"
"736","Petition of John Little, Guardian of Julia A. Little,
                    21 June 1862","https://civilwardc.org/texts/petitions/cww.00746.html"
"737","Petition of John Little, Guardian of John O. Little, 21
                    June 1862","https://civilwardc.org/texts/petitions/cww.00745.html"
"738","Petition of Anna M. Warring, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00743.html"
"739","Petition of Joshua A. Ritchie, Acting Administrator of
                    Lewis Carbury, Mary S. Ritchie, Joseph F. Carbury, Pierce Shoemaker, and Martha
                    L. Shoemaker, 21 June 1862","https://civilwardc.org/texts/petitions/cww.00748.html"
"740","Petition of Catherine S. Lyons, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00769.html"
"741","Petition of Ellen Scott, 23 June 1862 ","https://civilwardc.org/texts/petitions/cww.00750.html"
"742","Petition of Henry A. Willard, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00766.html"
"743","Petition of Rosa E. Hall, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00754.html"
"744","Petition of Sarah Crane, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00768.html"
"745","Petition of Margaret Ann Miller, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00752.html"
"746","Petition of Lemuel J. Middleton, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00761.html"
"747","Petition of Mary E. Watts, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00767.html"
"748","Petition of Harry W. Hall, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00755.html"
"749","Petition of Caroline McAlister, 23 June 1862 ","https://civilwardc.org/texts/petitions/cww.00753.html"
"750","Petition of Frederick Cudlipp, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00770.html"
"751","Petition of Edward Hall, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00757.html"
"752","Petition of Jane E. Johns, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00760.html"
"753","Petition of Mary Jane Turner and Rebecca H. Turner, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00765.html"
"754","Petition of Thomas Young, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00759.html"
"755","Petition of Sarah J. Sommervell, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00771.html"
"756","Petition of Helen L. Joy, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00756.html"
"757","Petition of Elisha J. Hall, 23 June 1862 ","https://civilwardc.org/texts/petitions/cww.00758.html"
"758","Petition of Susan Worthington, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00763.html"
"759","Petition of Grace Dulaney, 23 June 1862","https://civilwardc.org/texts/petitions/cww.00751.html"
"760","Petition of Daniel W. Middleton, 23 June 1862 ","https://civilwardc.org/texts/petitions/cww.00762.html"
"761","Petition of Mary Thomas and Mary Catharine Thomas, 26 July 1862 Petition of Mary Thomas and Mary Catharine Thomas, 26 July 1862 Petition of Mary Thomas and Mary Catharine Thomas, 26 July 1862","https://civilwardc.org/texts/petitions/cww.01056.html"
"762","Petition of James White, 26 June 1862","https://civilwardc.org/texts/petitions/cww.00778.html"
"763","Petition of Julia Ann Billins and John Billins, 26 July 1862 Petition of Julia Ann Billins and John Billins, 26 July 1862 Petition of Julia Ann Billins and John Billins, 26 July 1862","https://civilwardc.org/texts/petitions/cww.01060.html"
"764","Petition of James E. Harrison, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00793.html"
"765","Petition of Stephen Gough and Georgeanna Gough, 28 June
                    1862","https://civilwardc.org/texts/petitions/cww.00789.html"
"766","Petition of Joshua Peirce, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00774.html"
"767","Petition of Thomas Knowles, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00791.html"
"768","Petition of Rachel A. M. Tolson and John E. Turtow, 28
                    June 1862","https://civilwardc.org/texts/petitions/cww.00796.html"
"769","Petition of Jane C. Boone, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00772.html"
"770","Petition of George W. Hatton, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00781.html"
"771","Petition of Peter C. Howle, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00777.html"
"772","Petition of Joshua Morsell, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00785.html"
"773","Petition of Charles E. Sherman, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00795.html"
"774","Petition of Mary G. Wilson, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00784.html"
"775","Petition of Leah L. G. Wilson, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00783.html"
"776","Petition of William Gunton, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00775.html"
"777","Petition of Ann Green, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00780.html"
"778","Petition of Rachael Piles, 28 June 1862 ","https://civilwardc.org/texts/petitions/cww.00776.html"
"779","Petition of Rebecca Williams, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00790.html"
"780","Petition of Verlinda Shaw, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00794.html"
"781","Petition of Charles H. Liebermann, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00782.html"
"782","Petition of Henry Kengla, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00797.html"
"783","Petition of Henry Weaver Guardian of Henry S. Barnes,
                    Angeline Barnes, and Theodore Barnes, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00787.html"
"784","Petition of Henry Weaver, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00786.html"
"785","Petition of Samuel Riggs, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00788.html"
"786","Petition of Mary Rebecca Bibb, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00792.html"
"787","Petition of Thomas Blagden, 28 June 1862","https://civilwardc.org/texts/petitions/cww.00802.html"
"788","Petition of Ann Macdaniel, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00805.html"
"789","Petition of Philip Meredith, 30 June 1862","https://civilwardc.org/texts/petitions/cww.01028.html"
"790","Petition of Charles H. Wiltberger, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00813.html"
"791","Petition of John F. Bridget, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00801.html"
"792","Petition of Presley W. Dorsey, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00803.html"
"793","Petition of Lucinda S. Matthews, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00799.html"
"794","Petition of Cornelia Munson, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00812.html"
"795","Petition of Fitzhugh Coyle, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00809.html"
"796","Petition of Sarah Dorsey, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00804.html"
"797","Petition of Lucinda S. Matthews, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00800.html"
"798","Petition of Esau Pickrell, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00807.html"
"799","Petition of Frederick Bates, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00814.html"
"800","Petition of John McKenney, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00808.html"
"801","Petition of John S. Johns, Lucy M. Johns, William S.
                    Darrell, and Virginia E. Darrell, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00811.html"
"802","Petition of William F. Dickinson, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00798.html"
"803","Petition of Joseph Ingle, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00806.html"
"804","Petition of Phineas F. Wood, Mary E. Wood, Elizabeth M.
                    Clements, and Asbury Lloyd, 30 June 1862","https://civilwardc.org/texts/petitions/cww.00810.html"
"805","Petition of Clementina S. Young, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00818.html"
"806","Petition of Martha Isherwood, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00823.html"
"807","Petition of Thomas C. Cox, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00822.html"
"808","Petition of Rebecca R. Darby, Ruth E. Darby, and James A. Darby, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00824.html"
"809","Petition of Mary C. Young, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00817.html"
"810","Petition of Isabel Maury, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00833.html"
"811","Petition of J. Fenwick Young, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00816.html"
"812","Petition of Maria Watterston, 1 July 1862","https://civilwardc.org/texts/petitions/cww.00825.html"
